"Venue Name","Venue type","Address","Latitude","Longitude"
"Tillack Park","Park","27 Blackberry Street, Mansfield",-27.519909,153.103588
"Tilquin Street Park","Park","33 Tilquin Street, The Gap",-27.437141,152.946285
"Timberland Park","Park","37 Cupania St, Algester",-27.614128,153.033649
"Tinchi Tamba Wetlands Reserve","Park","397 Wyampa Rd, Bald Hills",-27.298929,153.022401
"Tingalpa Creek Reserve","Park","42 Toronto Rd, Chandler",-27.503977,153.181624
"Tivoli Place Park","Park","55A Centennial Way, Forest Lake",-27.629904,152.956184
"Tollana Place Park","Park","24 Tollana Place, Inala",-27.583916,152.966761
"Tom Burns Place","Park","35 Wynnum North Esp, Wynnum",-27.43395,153.172859
"Tom O'Neil Park","Park","1079 Oxley Road, Oxley",-27.560009,152.978121
"Tones Road Park","Park","81 Tones Rd, Mansfield",-27.529874,153.110849
"Tonks Street Park","Park","355 Beaudesert Road, Moorooka",-27.540171,153.019991
"Toohey Forest Park","Park","600 Toohey Road, Nathan",-27.537118,153.037369
"Toombul Shire Hall","Community Hall","1141 Sandgate Road, Nundah",-27.404917,153.060376
"Toombul Terrace Park","Park","100 Toombul Terrace, Nundah",-27.408542,153.056248
"Toowong Cemetery","General Council venue","55 Mt Coot-tha Road, Toowong",-27.473063,152.974074
"Toowong Library","Library","9 Sherwood Road, Toowong",-27.485473,152.991897
"Toowong Memorial Park","Park","65 Sylvan Road, Toowong",-27.479881,152.994182
"Toowong Room, Brisbane City Hall","Library","64 Adelaide Street, Brisbane",-27.469108,153.024058
"Torquay Crescent (No.1695) Park","Park","1695 Wynnum Rd, Tingalpa",-27.472672,153.135545
"Torrens Crescent Park","Park","Torrens Cres, Wakerley",-27.482126,153.15982
"Torwood Park","Park","99 Haig Road, Auchenflower 4066",-27.469821,152.996602
"Toulby Street Park","Park","20 Toulby Street, Manly West",-27.47418,153.165633
"Travorten Drive Park","Park","1 Travorten Drive, Bridgeman Downs",-27.333578,153.005438
"Trevally Crescent Park","Park","15 Teraglin Street, Manly West",-27.470983,153.168865
"Trevallyn Place Park","Park","18 Trevallyn Place, Upper Kedron",-27.41626,152.924683
"Tribune Street Park","Park","186A Vulture Street, South Brisbane",-27.482167,153.021098
"Tristania Close Park","Park","18 Parklands Street, Calamvale 4116",-27.619599,153.057835
"Tristania Way Park","Park","1 Wisteria Crescent, Mt Gravatt East",-27.522261,153.090649
"Trundle Park","Park","26 Kenneth Street, Coorparoo 4151",-27.504116,153.057625
"Tuckeroo Park","Park","1553 Nudgee Road, Nudgee Beach",-27.368616,153.103395
"Tuckett Street Park","Park","26 Chadston Close, Kenmore Hills",-27.503679,152.925539
"Tufnell Road Park","Park","80 Tufnell Road, Banyo 4014",-27.3677,153.073233
"Turley Park","Park","22 Luya Street, Fairfield",-27.526371,153.089333
"Turquoise Place Park","Park","20 Primrose Cl, Wavell Heights",-27.38393,153.052403
"Turrbal Place Park","Park","26 Turrbal Place, Aspley",-27.3582839,153.004551
"Twilight Street Park","Park","103 Twilight Street, Kenmore",-27.522011,152.933651
"Tyson Place Park","Park","112A Forest Lake Boulevard, Forest Lake",-27.609775,152.957006
"University of Queensland","Non-Council venue","<Null>, St Lucia",-27.496981,153.013112
"Upper Brookfield Road Park (no. 901)","Park","901 Upper Brookfield Road, Upper Brookfield",-27.472199,152.834631
"Upper Kedron Recreation Reserve","Park","179 Cemetery Road, Upper Kedron",-27.413264,152.922996
"Upper Kedron/Cedar Creek Hall","Community Hall","78 Cedar Creek Road, Upper Kedron",-27.411546,152.918393
"Upper Mt Gravatt Progress Hall","Community Hall,General Council venue","1873 Logan Rd, Upper Mount Gravatt",-27.555709,153.079893
"Upton Street Park","Park","25 Upton Street, Nundah",-27.396598,153.062762
"Ustinov Crescent Park","Park","62 Landis Street, McDowall",-27.383416,152.987634
"V. MCN. Peachey Park","Park","14 Henderson Street, Oxley",-27.549251,152.97421
"Valaria Avenue Park","Park","2A Valaria Avenue, Seven Hills",-27.485614,153.078821
"Vallely Street Park","Park","51 Vallely St, Annerley",-27.512579,153.028968
"Valley Malls","General Council venue","Brunswick St, Fortitude Valley",-27.457973,153.034399
"Valley Pool, Fortitude Valley","Swimming pool","432 Wickham Street, Fortitude Valley",-27.4540275,153.034285
"Vectis Street Park","Park","31 Halifax St, Norman Park",-27.481011,153.059107
"Vendale Avenue Park (no. 118A-120)","Community Garden,Park","120 Vendale Avenue, Moorooka",-27.530793,153.029056
"Venetia Street Park","Park","65 Remick Street, Stafford Heights",-27.394007,153.006241
"Vera Street Community Garden","Community Garden,Non-Council venue","78 Bywong Street, Toowong",-27.488561,152.978305
"Verdelho Street Park","Park","34 Bordeaux Street, Eight Mile Plains",-27.580387,153.090789
"Veterans Park","Park","48 Anson Street, Moorooka",-27.539726,153.016897
"Vic Lucas Park","Park","152 Coutts Street, Bulimba",-27.444515,153.052113
"Victor Grenning Park","Park","78 Coxen St, Zillmere",-27.356262,153.043543
"Victor Park","Park","Corner Allon Street and Northey Street, Windsor",-27.442741,153.02642
"Victoria Bridge","General Council venue","Victoria Bridge, Brisbane",-27.472389,153.021107
"Victoria Park","Park","290 Gilchrist Avenue, Herston",-27.454161,153.017523
"Victoria Park Golf Complex","General Council venue,Golf course","290 Gilchrist Avenue, Herston",-27.452374,153.02321
"Visible Ink Valley","General Council venue","5 Green Square Close, Fortitude Valley",-27.454531,153.034521
"Vogler Park","Park","41 Falstaff Street, Sunnybank Hills",-27.606445,153.051865
"Voyager Drive Park","Park","79 Pioneer Drive, Kuraby",-27.613915,153.097102
"W.A. Jolly Park","Park","48 Wesley Street, Lutwyche",-27.424243,153.030571
"W.J. Scott Park (Keith Broadbent Playground, Scott Park)","Park","125 Harold Street, Holland Park",-27.515031,153.064638
"Wakefield Park","Park","77 Gloucester Street, Brighton 4017",-27.30144,153.050033
"Wakerley Park","Park","Dianthus St, Wakerley",-27.48603,153.151152
"Wakerley Park (Runcorn)","Park","23 Dew Street, Runcorn",-27.590738,153.070295
"Wal Cocking Park","Park","2053 Moggill Road, Kenmore",-27.507728,152.938555
"Wallaroo Way Park","Park","110 Wallaroo Way, Doolandella",-27.609368,152.976681
"Wally Bourke Park","Park","4 Kate St, Gordon Park",-27.421408,153.029665
"Wally Tate Park","Park","Beenleigh Rd, Kuraby",-27.602457,153.090926
"Walton Bridge Reserve","Park","25 Glen Affric Street, The Gap",-27.446886,152.953598
"Waminda Street Park","Park","10 Foxton Street, Morningside",-27.47424,153.067872
"Warranilla Street Park","Park","30 Swanbrook Place, Parkinson",-27.634749,153.02421
"Warren Ritchie Memorial Complex Park","Park","Corner of Boundary and Waterford Roads, Carole Park",-27.608891,152.930495
"Waterfront Park","Park","35 Waterloo Street, Newstead",-27.448516,153.045537
"Waterline Crescent Park","Park","81 Waterline Crescent, Bulimba",-27.456005,153.055652
"Watheroo Place Park","Park","20 Watheroo Place, Parkinson",-27.641152,153.01843
"Wattle Crescent Park","Park","15 Wattle Crescent, Moggill",-27.572622,152.876141
"Wattle Street Park","Park","70 Wattle Street, Cannon Hill 4170",-27.45826,153.089047
"Webster Road Park","Park","422 Webster Road, Stafford Heights",-27.394806,153.019252
"Wedgetail Street Park","Park","110 Wallaroo Way, Doolandella",-27.608045,152.978137
"Wells Place Park","Park","7 Shaw Place, Hemmant",-27.457748,153.142354
"Wembley Park","Park","Burke Street, Coorparoo",-27.489173,153.060897
"Wendon Way Park","Park","Peterson Pl, Bridgeman Downs",-27.361019,152.985126
"Wendouree Crescent Park","Park","121 Wendouree Cres, Westlake",-27.546314,152.904015
"Wendy Turnbull Park","Park","47 Enbrook Street, Bracken Ridge",-27.330033,153.036435
"West End Community House","Community Hall","4 Norfolk Street, South Brisbane",-27.47594,153.012737
"West End Community Park","Park","155 Boundary Street, West End",-27.479756,153.012034
"West End Library","Library","178-180 Boundary St, West End",-27.482445,153.011851
"West End Riverside Lands Park","Park","51A Ferry Rd, West End",-27.48383,152.999696
"West Place Park","Park","35 West Place, Virginia",-27.383455,153.069239
"Westaway Park","Park","4 Witty Road, Moggill",-27.597246,153.050159
"Westbrook Park","Park","38 Market St, Toowong",-27.486695,152.976943
"Western Outlook Park","Park","91 Davrod Street, Robertson",-27.563914,153.057393
"Weston Place Park (previously known as Muirfield Crescent Park)","Park","27 Muirfield Crescent, Oxley",-27.5747,152.984404
"Whatmore Street Park","Park","2 Whatmore Street, Carina Heights 4152",-27.500638,153.097433
"Whipbird Park","Park","Turnmill St, Macgregor",-27.570246,153.083341
"Whites Hill Reserve","Park","205 Jones Road, Camp Hill",-27.51104,153.083041
"Whites Road Park","Park","751 Hamilton Road, Chermside West 4032",-27.382272,153.008997
"Whitmore Street Park","Park","14 Whitmore St, Taringa",-27.491043,152.987427
"Wickham Park","Park","330 Wickham Terrace, Spring Hill",-27.465711,153.021968
"Wilcannia Park","Park","11 Bracknell Pl, Ashgrove",-27.449392,152.967479
"Wilhelmine Kruger Park","Park","7 Tenalga Ct, Nudgee",-27.375215,153.08554
"Willard Street Park","Park","11 Willard Street, Carina Heights 4152",-27.505197,153.09345
"Willawong Resource Recovery Centre","General Council venue","360 Sherbrooke Road, Willawong",-27.600274,153.003881
"William Gunn Jetty","Non-Council venue","1 Wyvernleigh Close, Manly",-27.453517,153.188913
"William Jolly Bridge","General Council venue","William Jolly Bridge, Brisbane River Bridge",-27.468399,153.015489
"Williamina Park","Park","Mowbray Tce, East Brisbane",-27.483525,153.045505
"Williams Park","Park","17 Elite St, Runcorn",-27.602668,153.070495
"Willmington Park","Park","Moore St, Enoggera",-27.427211,152.993237
"Wills Street Park","Park","43 Wills Street, Coorparoo 4151",-27.511397,153.061287
"Wilson Outlook Reserve","Park","231 Bowen Tce, New Farm",-27.463127,153.038734
"Wilson Park","Park","70 Norman Avenue, Norman Park",-27.477203,153.057464
"Wilston Place Park","Park","9 Katherine Street, Wilston",-27.435179,153.019606
"Wilston Recreation Reserve","Park","28 Mark St, Newmarket",-27.441155,153.012714
"Windsor Memorial Park","Park","311 Lutwyche Road, Windsor",-27.430669,153.03214
"Windsor Park","Park","47A BlackmoreﾠStreet, Windsor",-27.431507,153.036527
"Winstanley Street Park","Park","8 Rainsby Court, Carindale 4152",-27.510704,153.1089
"Winton Crescent Park","Park","26 Winton Crescent, Murarrie",-27.460672,153.095412
"Wirilda Street Park","Park","28 Wirilda Street, Middle Park",-27.555669,152.917886
"Wishart Community Park","Park","45 Maibry Street, Wishart",-27.566378,153.100834
"Wishart Nature Reserve","Park","305 Mt Gravatt-Capalaba Road, Wishart",-27.55666,153.093519
"Witton Barracks Park","Park","9 Lambert Road, Indooroopilly",-27.503253,152.976482
"Witton Road Park (no. 209)","Park","209 Witton Road, Indooroopilly",-27.505145,152.969738
"Wittonga Park","Park","98 Hilder Road, The Gap",-27.438761,152.932865
"Witty Road Park","Park","4 Witty Rd, Moggill",-27.56983,152.87406
"Wollombi Park","Park","31 Hector Road, Holland Park",-27.523512,153.079064
"Wolston Creek Bushland Reserve","Park","43 Riverpoint Blvd, Riverhills",-27.565047,152.910973
"Wood Avenue Park","Park","191 Wood Avenue, Cannon Hill 4170",-27.481302,153.105127
"Wood Street Park (road reserve)","Park","Bage and Wood Streets and Sandgate Road, Nundah",-27.401011,153.059013
"Woodland Avenue Park","Park","18 Grasstree Place, Forest Lake",-27.610895,152.972952
"Woogaroo Reserve","Park","Brighton Pde, Forest Lake",-27.633812,152.975872
"Woolcock Park","Park","92 Waterworks Road, Red Hill",-27.449396,152.99931
"Woollongabba Place Park","Park","868 Main Street, Woolloongabba",-27.486029,153.036386
"Woolloongabba Rotary Park","Park","19 Camberwell St, East Brisbane",-27.490276,153.042777
"Woonga Drive Park","Park","36 Cypress Drive, Ashgrove",-27.446443,152.978596
"Woongarra Street Park","Park","6 Gawalla Street, The Gap",-27.44606,152.938953
"Wyandra Crescent Park","Park","38 Wyandra Crescent, Murarrie",-27.462694,153.092029
"Wynnum Community Centre","Community Hall,General Council venue","105 Florence Street, Wynnum",-27.444619,153.172254
"Wynnum Hall","Community Hall","219 Bay Terrace, Wynnum",-27.446801,153.176538
"Wynnum Library","Library","145 Florence Street, Wynnum",-27.444421,153.171854
"Wynnum Memorial Park","Park","105 Buderium Street, Wynnum",-27.453063,153.174715
"Wynnum Wading Pool Park","Park","173 Wynnum Esplanade, Wynnum",-27.442038,153.176557
"Wynola Park","Park","57 Meridian Street, Coorparoo 4151",-27.511065,153.067651
"Yandina Picnic Ground Park","Park","279 Wecker Road, Mansfield",-27.537762,153.112413
"Yeronga Community Garden","Community Garden","24 Killarney Street, Yeronga",-27.518118,153.018858
"Yeronga Memorial Park","Park","78A Park Road, Yeronga",-27.519634,153.024175
"Yeronga Park Pool","Swimming pool","81 School Road, Yeronga",-27.5203634,153.0222746
"Yewleaf Place Park","Park","14 Yewleaf Place, Calamvale 4116",-27.620458,153.059383
"Yimbun Park","Park","459 McCullough Street, Sunnybank",-27.574157,153.074118
"Yoorala Street Community Garden","Community Garden","98 Yoorala Street, The Gap",-27.449364,152.938664
"York Street Park (Beelerong Community Farm)","Park","60 York Street, Morningside",-27.460981,153.077862
"Yowoggera Park","Park","70 Sandgate Road, Albion",-27.438824,153.042428
"Yucca Court Park","Park","11 Yucca Court, Eight Mile Plains",-27.584764,153.074901
"Yugarapul Park","Park","223 Dunedin Street, Sunnybank",-27.581275,153.071474
"Zillmere Hall","Community Hall","52 Murphy Road, Zillmere",-27.36309,153.037623
"Zillmere Library","Library","374 Zillmere Road, Zillmere",-27.359868,153.040654
"Zillmere Road Park (no. 605)","Park","605 Zillmere Road, Zillmere",-27.353878,153.028899
"Zinglemann Place Park","Park","37 Zinglemann Place, Kuraby",-27.610915,153.101707
